  2449     cell side=  247.    lamda=  30.0    %-model= 3.0    dens=  0.0
   X(m)   Y(m)   Z(m asl)   sx(m)  sy(m)   sz(m)  den(kg/m3)   sen    ord
 361463 6004849    1627      142    250    142      3.7       14.9    4.1
 361463 6005066    1627      142    185    142      3.7       10.7    4.8
 361463 6005233    1627      142    149    142      3.7        8.6    4.7
 361463 6005372    1627      142    129    142      3.7        7.5    4.6
 361463 6005497    1627      142    120    142      3.7        7.0    4.5
 361463 6005617    1627      142    120    142      3.7        7.0    4.5
 361463 6005737    1627      142    120    142      3.7        7.3    4.5
 361463 6005865    1627      142    135    142      3.7        8.2    4.4
 361604 6004994    1627      142    259    142      7.3       15.2    3.9
 361604 6005225    1627      142    203    142      7.3       11.7    4.3
 361604 6005415    1627      142    176    142      7.3       10.1    4.0
 361604 6005586    1627      142    167    142      7.3        9.8    3.8
 361604 6005754    1627      142    167    142      3.7       10.3    5.4
 361604 6005934    1627      142    192    142      3.7       11.9    4.7
 361746 6004813    1627      142    396    142      7.3       23.4    4.2
 361746 6005154    1627      142    286    142      7.3       16.5    5.5
 361746 6005418    1627      142    242    142      7.3       13.9    5.3
 361746 6005655    1627      142    232    142      7.3       13.6    5.2
 361746 6005895    1627      142    249    142      3.7       15.0    6.1
 361888 6004963    1627      142    413    142      7.3       24.5    6.1
 361888 6005334    1627      142    329    142     11.0       18.8    5.2
 361888 6005651    1627      142    305    142      7.3       17.7    6.8
 361888 6005964    1627      142    321    142      3.7       19.2    4.2
 362029 6005240    1627      142    401    142     11.0       24.0    4.6
 362029 6005626    1627      142    369    142      7.3       21.4    6.2
 362171 6005387    1627      142    411    142      3.7       24.7    5.0
 362596 6008045    1627      142     73    142      3.7        4.3    4.2
 362596 6008117    1627      142     69    142      3.7        4.1    4.1
 362737 6007940    1627      142     58    142      3.7        3.6    4.0
 362737 6008000    1627      142     62    142      7.3        3.7    4.0
 362737 6008062    1627      142     62    142      7.3        3.8    5.4
 362737 6008124    1627      142     62    142     11.0        3.8    3.9
 362737 6008186    1627      142     62    142     11.0        3.8    3.7
 362737 6008248    1627      142     62    142      7.3        3.7    4.5
 362737 6008309    1627      142     59    142      3.7        3.5    4.4
 362879 6007973    1627      142     52    142      3.7        3.1    4.3
 362879 6008027    1627      142     55    142      7.3        3.3    4.3
 362879 6008083    1627      142     58    142      7.3        3.5    6.0
 362879 6008142    1627      142     60    142     11.0        3.6    5.1
 362879 6008203    1627      142     60    142     11.0        3.7    5.7
 362879 6008263    1627      142     60    142     11.0        3.7    4.5
 362879 6008324    1627      142     60    142      7.3        3.7    5.2
 362879 6008384    1627      142     60    142      7.3        3.6    3.9
 362879 6008445    1627      142     60    142      3.7        3.5    4.0
 363020 6007996    1627      142     48    142      3.7        2.9    4.2
 363020 6008046    1627      142     51    142      7.3        3.1    3.7
 363020 6008099    1627      142     54    142      7.3        3.3    4.7
 363020 6008154    1627      142     57    142      7.3        3.4    5.2
 363020 6008211    1627      142     57    142      7.3        3.5    4.9
 363020 6008268    1627      142     57    142      3.7        3.5    5.8
 363020 6008325    1627      142     57    142      3.7        3.5    3.9
 363162 6008026    1627      142     49    142      3.7        3.0    4.0
 363162 6008077    1627      142     52    142      3.7        3.1    4.1
 363162 6008129    1627      142     52    142      3.7        3.2    3.7
 363587 6007097    1627      142    201    142      3.7       11.8    4.2
 363728 6007167    1627      142    224    142      7.3       13.1    3.9
 363728 6007368    1627      142    178    142      3.7       10.3    4.3
 363728 6007532    1627      142    150    142      3.7        8.6    3.8
 363870 6007058    1627      142    291    142      7.3       17.4    4.4
 363870 6007323    1627      142    239    142      7.3       13.9    4.5
 363870 6007541    1627      142    196    142      3.7       11.3    4.8
 364011 6006909    1627      142    343    142      3.7       20.6    3.8
 364011 6007239    1627      142    318    142     11.0       18.7    4.0
 364011 6007526    1627      142    255    142      7.3       14.8    4.1
 364153 6007080    1627      142    397    142     11.0       24.2    4.0
 364153 6007448    1627      142    340    142      7.3       19.8    6.2
 364295 6007392    1627      142    423    142     11.0       25.4    5.8
 365003 6012868    1627      142    412    142     -3.7       25.1    3.7
 365003 6013280    1627      142    412    142     -3.7       23.8    3.8
 367976 6013706    1627      142    246    142     -3.7       15.1    4.8
 367976 6013952    1627      142    246    142     -3.7       14.4    4.0
 368118 6013493    1627      142    293    142     -3.7       17.1    4.6
 368118 6013771    1627      142    264    142     -3.7       15.4    4.8
 368259 6013540    1627      142    316    142     -3.7       18.4    5.5
 368401 6013285    1627      142    394    142     -3.7       23.6    5.1
 360256 6011390    1479      155     55    155     -3.7        3.9    4.2
 360256 6011445    1479      155     55    155     -3.7        3.9    5.0
 360256 6011500    1479      155     55    155     -3.7        4.0    5.9
 360256 6011556    1479      155     57    155     -3.7        4.1    6.8
 360256 6011613    1479      155     57    155     -3.7        4.2    6.9
 360256 6011673    1479      155     61    155     -3.7        4.4    6.2
 360256 6011735    1479      155     64    155     -3.7        4.5    5.0
 360256 6011800    1479      155     67    155     -3.7        4.8    3.7
 360411 6011134    1479      155     66    155     -3.7        4.6    4.0
 360411 6011199    1479      155     63    155     -3.7        4.4    4.8
 360411 6011262    1479      155     63    155     -3.7        4.3    5.6
 360411 6011323    1479      155     60    155     -7.3        4.2    4.2
 360411 6011383    1479      155     60    155     -7.3        4.1    4.7
 360411 6011443    1479      155     60    155     -7.3        4.1    5.1
 360411 6011503    1479      155     60    155     -7.3        4.1    5.2
 360411 6011563    1479      155     60    155     -7.3        4.1    4.8
 360411 6011623    1479      155     60    155     -7.3        4.2    4.1
 360411 6011683    1479      155     60    155     -3.7        4.3    6.4
 360411 6011743    1479      155     60    155     -3.7        4.4    5.0
 360411 6011804    1479      155     64    155     -3.7        4.5    3.8
 360566 6010949    1479      155     94    155     -3.7        6.5    4.0
 360566 6011038    1479      155     85    155     -3.7        5.9    4.9
 360566 6011120    1479      155     78    155     -7.3        5.4    3.9
 360566 6011195    1479      155     73    155     -7.3        5.1    4.6
 360566 6011267    1479      155     70    155     -7.3        4.9    5.5
 360566 6011335    1479      155     67    155     -7.3        4.7    6.0
 360566 6011402    1479      155     67    155     -7.3        4.5    5.4
 360566 6011467    1479      155     63    155     -7.3        4.4    5.0
 360566 6011530    1479      155     63    155     -7.3        4.3    4.1
 360566 6011593    1479      155     63    155     -3.7        4.3    5.8
 360566 6011656    1479      155     63    155     -3.7        4.3    4.5
 360566 6011719    1479      155     63    155     -3.7        4.4    3.8
 360720 6005704    1479      155     61    155      3.7        4.5    3.7
 360720 6010887    1479      155    121    155     -3.7        8.4    4.2
 360720 6011001    1479      155    106    155     -3.7        7.3    5.8
 360720 6011101    1479      155     95    155     -7.3        6.6    4.5
 360720 6011193    1479      155     87    155     -7.3        6.0    4.9
 360720 6011277    1479      155     81    155     -7.3        5.6    5.1
 360720 6011355    1479      155     76    155     -7.3        5.3    4.6
 360720 6011429    1479      155     72    155     -7.3        5.0    3.8
 360720 6011500    1479      155     69    155     -3.7        4.8    5.2
 360720 6011569    1479      155     69    155     -3.7        4.7    4.1
 360875 6005543    1479      155     57    155      3.7        4.0    3.7
 360875 6005714    1479      155     57    155      3.7        4.2    3.7
 360875 6010870    1479      155    149    155     -3.7       10.3    3.9
 360875 6011009    1479      155    127    155     -3.7        8.8    5.8
 360875 6011128    1479      155    112    155     -7.3        7.7    3.9
 360875 6011235    1479      155    101    155     -3.7        7.0    6.4
 360875 6011331    1479      155     92    155     -3.7        6.4    5.5
 360875 6011420    1479      155     86    155     -3.7        6.0    4.3
 361030 6005276    1479      155     73    155      3.7        5.1    3.7
 361030 6005347    1479      155     68    155      3.7        4.7    3.8
 361030 6005413    1479      155     64    155      3.7        4.5    3.9
 361030 6005475    1479      155     61    155      3.7        4.3    3.9
 361030 6005537    1479      155     61    155      3.7        4.2    3.8
 361030 6005598    1479      155     61    155      3.7        4.2    3.7
 361030 6005659    1479      155     61    155      3.7        4.3    3.8
 361030 6005721    1479      155     61    155      3.7        4.5    3.8
 361030 6005785    1479      155     66    155      3.7        4.8    3.8
 361030 6005853    1479      155     72    155      3.7        5.2    3.7
 361030 6011028    1479      155    152    155     -3.7       10.5    3.9
